1.57 1.92 1.49 1.45 1.37 1.79 1.72 1.14 0 0 1 0 2 3 0 2
1.26 1.64 1.84 1.84 1.54 2.09 0.82 1.82 1 0 1 0 2 3 1 1
0.71 0.84 0.87 0.66 0.46 0.89 0.54 1.1 0 0 0 0 2 0 0 0
1.08 1.3 1.05 0.95 0.73 1.32 0.86 1.03 1 0 1 0 2 1 2 1
1.2 0.79 0.88 1.03 0.95 1.27 0.82 0.97 1 0 0 1 0 0 0 0
0.89 0.48 0.82 0.88 1.22 1.29 0.87 1.19 0 1 0 0 0 1 0 0
1.42 1.53 1.2 1.31 1.23 1.71 1.35 1.18 0 0 1 0 2 3 0 3
0.6 1.16 0.67 0.85 1.52 0.92 0.77 0.74 0 1 1 1 0 3 1 0
0.67 0.78 0.93 0.7 0.95 1.08 0.75 0.7 1 0 1 0 1 0 2 3
0.8 0.77 0.7 0.71 0.88 0.61 0.42 0.46 0 1 0 0 0 0 0 3
0.89 1.43 1.21 1.37 1.63 1.76 1.12 1.26 0 1 1 0 0 2 0 0
1.41 1.31 1.16 0.68 1.7 1.15 1.26 1.12 1 1 1 1 2 3 2 2
1.45 1.4 1.68 1.21 1.91 1.34 0.99 1.5 0 0 1 1 0 3 0 0
0.82 1.15 1.02 1.04 1.21 0.69 0.91 0.83 0 1 1 1 3 1 3 0
0.84 0.77 0.86 0.89 0.83 0.89 1.17 0.8 0 0 1 0 0 0 0 2
1.22 1.37 1.27 1 1.32 1.58 1.47 1.15 0 0 0 1 3 3 0 2
1.13 1.18 1.1 1.04 1.3 1.05 0.95 0.88 0 0 1 1 2 2 1 0
0.76 0.91 0.38 0.64 0.74 0.53 0.44 0.59 0 0 1 0 0 0 0 0
1.18 1.58 1.01 1.74 1.06 2.09 2.2 1.72 1 0 0 0 0 0 0 0
1.65 1.68 1.13 1.34 1.59 1.72 0.89 1.19 1 0 1 1 1 3 2 0
1.32 1.27 1.31 1.17 1.72 1.68 1.43 1.34 1 1 1 1 1 3 1 3
1.29 1.01 0.63 0.86 1.31 1.25 0.96 1.06 0 0 1 0 2 0 0 3
1.4 1.6 1.52 1.14 1.51 1.6 1.2 1.22 1 0 1 0 1 0 2 0
1.09 0.53 0.58 1.05 0.97 1.51 1.21 1.12 1 0 1 0 0 0 0 0
1.1 1.22 0.9 0.71 1.41 1.03 1.03 1.27 0 0 0 1 1 0 0 1
1.28 1.36 1.37 1.22 1.33 1.54 0.98 1.65 1 0 1 1 0 1 1 0
1.04 1.02 0.72 0.77 1.11 1.37 1.17 1.06 0 0 0 0 2 0 0 0
1.06 0.7 0.49 0.66 0.85 0.69 1.01 0.82 0 0 0 0 0 0 3 1
1.21 1.17 1.19 1.3 1.9 1.83 0.75 1.75 0 0 0 1 2 0 1 3
0.97 1.15 1.08 1.06 1.1 0.96 1.31 1.28 1 0 1 0 3 1 1 3
1 0.99 1.43 1.08 0.89 1.55 1.3 0.79 0 1 1 1 2 0 1 2
0.64 1.06 0.35 0.87 1.05 0.74 0.83 0.66 0 0 0 0 2 0 0 0
0.8 0.77 1.04 1.26 1.11 1.35 1.2 0.86 1 0 1 1 2 3 1 2
0.8 1.37 0.9 0.46 0.63 1.1 1.06 1.01 1 0 0 0 0 0 1 2
0.93 0.9 0.77 0.71 0.82 0.96 1.17 1.02 1 0 1 0 2 0 2 3
0.49 0.33 0.57 0.71 1.32 0.74 0.82 0.86 1 0 1 0 0 0 0 2
1.39 1.56 0.74 0.69 1.53 1.53 1.04 1.44 1 1 0 1 3 2 0 1
0.94 1.19 0.34 0.97 1.47 1.22 1.27 0.89 1 1 1 0 1 0 0 1
0.97 0.69 1.22 0.98 1.32 0.68 1.11 0.92 0 0 0 1 0 0 1 0
1.08 1.05 0.93 0.66 0.5 0.68 0.7 0.85 1 0 1 1 3 1 3 1
1.25 0.67 1.03 0.75 0.8 0.82 0.65 0.98 1 0 0 0 1 0 0 0
1.21 1.57 1.16 1.15 1.25 1.71 1.41 1.4 0 1 1 0 1 2 3 3
1 0.72 0.85 0.69 0.83 0.75 0.6 0.67 1 0 0 0 0 2 0 0
1.66 1.47 2.32 1.71 1.57 1.31 0.51 1.62 1 1 1 0 1 0 3 0
1.17 0.8 1.43 1.48 1.26 1.45 1.67 0.91 1 1 0 1 3 2 1 0
1.49 0.99 0.85 0.96 1.51 1.22 1.43 1.35 0 0 1 1 1 3 1 0
1.41 1.42 1.06 1.2 0.97 1.53 1.75 1.97 1 0 1 1 1 0 1 3
1.8 1.54 0.87 1.05 1.48 1.62 1.06 1.27 1 0 1 1 3 0 2 2
0.61 0.69 0.75 0.82 0.47 0.83 0.82 0.75 0 0 1 1 1 0 0 1
1.12 1.51 1.42 1.36 2 1.7 1.89 1.89 1 0 0 0 0 2 3 3
0.75 0.94 1.19 1.26 1.3 1.15 0.88 1.36 0 0 0 0 0 0 0 0
0.47 0.9 0.85 0.69 0.66 0.89 0.72 0.77 1 0 0 0 3 3 1 3
1.31 1.65 1.6 0.82 1.6 1.06 1.02 1.09 1 0 0 1 3 0 0 0
0.81 1.03 0.65 0.62 0.21 0.71 0.43 0.61 0 0 0 0 0 0 1 0
1.35 0.78 1.21 0.92 1.16 1.34 1.09 1.16 1 0 1 0 2 0 3 2
1.6 1.12 1.72 1.32 1.45 1.56 0.71 1.28 1 1 1 0 1 0 0 3
0.84 1.21 0.86 0.64 1.55 1.23 1.02 0.6 0 0 1 0 0 0 0 0
1.38 0.9 0.75 1.27 1.04 1.69 1.07 1.46 1 0 1 0 0 0 2 3
1.45 1.62 0.65 1.27 1.54 1.55 1.38 1.12 1 0 1 0 3 0 0 0
1.21 0.99 0.84 0.84 1.42 0.9 1.21 1.18 0 1 1 0 1 1 1 0
1.48 1.51 0.89 1.09 1.22 1.62 1.29 1.39 1 1 0 1 3 3 3 3
0.65 0.69 0.37 0.4 0.55 0.52 0.69 0.36 0 0 0 0 0 0 0 0
1.25 1.41 1.57 1.9 1.99 1.74 1.74 1.47 1 0 1 1 3 3 3 0
1.51 1.11 1.14 1.02 1.38 1.18 1.14 1.32 0 0 1 1 2 0 2 0
1.2 1.18 1.3 0.59 1.1 1.18 1.15 1.38 1 0 1 1 2 0 1 1
0.95 1.3 0.7 1.36 1.52 1.56 1.1 0.9 1 1 1 1 3 2 1 1
1.16 0.96 1.19 1.25 1.36 1.81 1.35 1.26 1 0 1 1 2 2 1 3
1 0.8 0.92 1.06 0.72 1.55 1.12 0.58 0 1 1 0 2 0 2 0
1.06 1.36 0.66 0.69 1.42 1.23 0.95 1.01 0 0 0 0 0 2 0 3
1.29 1.5 1.82 2.2 1.6 1.63 0.83 1.56 1 1 1 0 0 0 0 0
0.65 0.88 0.75 0.85 1.23 0.94 1.05 0.99 1 0 0 0 0 1 0 0
0.78 0.87 1.02 0.85 0.9 1.29 0.82 1.12 0 0 0 0 0 0 0 0
0.63 1.55 1.34 0.98 1.67 1.61 1.36 1.5 0 0 0 0 0 1 0 0
0.86 1.03 0.99 1.41 1.28 1.69 0.98 1.44 0 1 1 1 2 3 0 0
0.62 1.23 0.79 0.9 1.22 1.43 0.64 0.83 1 1 1 1 3 2 1 3
1.26 1.5 1.3 1.04 0.87 1.21 1.48 1.37 0 1 0 0 1 0 0 0
0.83 1.77 1.19 1.23 1.51 0.89 0.55 1.6 1 0 0 1 1 0 0 3
0.9 1.41 1.2 1.35 1.52 1.15 0.82 0.97 0 0 0 0 0 0 0 0
1.03 1.14 1.23 1.02 0.91 1.05 0.95 1.06 1 0 0 1 3 0 3 1
0.92 1.33 0.74 0.65 1.25 0.97 1 1.13 0 0 0 0 0 0 0 0
1.01 1.43 1.05 0.75 1.37 1.08 1.01 0.87 1 0 0 1 2 1 1 1
1.36 1.56 0.93 1.15 1.31 1.71 1.22 1.27 0 0 0 0 0 0 0 0
1.21 1.47 0.69 1.04 1.48 0.51 1.21 0.89 1 0 1 0 1 1 1 2
1.23 0.91 0.92 0.86 1.3 1.51 1.02 1.37 1 1 0 0 1 2 2 0
1.04 0.94 0.73 0.82 1.25 1.39 0.89 0.94 0 1 0 1 0 0 2 2
1.68 1.56 1.6 1.47 2 1.76 0.59 1.12 0 1 1 0 0 3 2 3
0.71 1.11 0.64 0.58 0.66 0.83 1.12 0.72 0 0 0 0 0 0 0 0
0.52 0.88 0.68 0.87 1.16 0.94 1.04 1 0 0 0 0 0 0 0 0
0.7 0.52 0.52 0.69 0.63 0.88 0.69 0.45 0 0 0 0 2 0 1 0
1.11 1.23 0.87 0.83 1.15 1.18 1.24 1.68 1 0 1 1 3 2 0 3
1.19 1 0.73 0.76 0.68 0.71 1.09 0.81 0 1 1 1 0 0 0 1
1.36 1.06 0.98 1.58 1.54 1.93 0.99 1.07 1 0 0 0 0 0 3 0
0.84 1.37 1.03 0.95 1.2 1.32 1.31 1.11 0 0 0 0 1 1 0 0
1.26 1.21 1.78 1.37 1.62 1.65 1.36 1.76 1 0 0 1 2 2 0 0
0.7 0.61 0.7 1.1 0.46 0.76 0.93 0.9 0 0 0 1 0 1 0 3
0.95 0.92 0.89 1.02 0.97 1.21 1.16 0.99 1 0 0 0 0 0 0 0
0.29 0.27 0.82 0.81 1.21 1.16 0.41 0.89 1 0 0 0 0 0 0 1
0.75 0.9 1.16 1.12 0.73 1.27 1.24 0.88 1 0 0 1 1 3 0 2
1.36 1.84 1.71 1.35 1.49 1.48 1.23 1.76 1 1 1 0 2 1 1 1
1.41 1.55 1.86 1.44 1.29 1.38 0.83 1.55 0 0 0 1 0 0 0 0
0.93 1.06 0.96 0.82 0.94 1.22 0.62 1.5 1 1 1 1 1 3 2 2
1.26 1.46 1.06 0.82 1.4 1.09 1.68 0.97 1 0 1 0 3 3 1 0
1.04 1.3 0.8 1.42 1.28 1.14 1.67 0.84 0 1 1 1 3 2 2 2
0.78 1.01 0.79 0.79 0.44 1.17 1.02 0.64 0 0 1 1 3 0 1 3
1.25 1.21 0.92 1.24 1.41 1.6 1.59 1.47 1 0 0 0 1 0 0 2
0.76 0.43 1.25 0.48 1.32 0.88 0.96 0.78 1 0 1 0 2 1 1 0
1.03 1.2 0.75 0.56 1.92 1.24 1.25 1.06 1 0 1 1 3 0 1 3
0.29 0.43 0.43 0.71 0.65 0.79 0.72 0.52 0 0 1 0 0 0 1 2
0.9 1.07 0.72 0.88 1.05 1.18 0.73 0.71 0 0 0 0 0 0 0 0
1.33 0.65 1.02 1.13 1.46 1.4 0.75 1.09 0 0 1 1 2 1 0 0
0.87 1.5 1.19 1.28 1.38 1.36 1 1.01 1 0 1 1 3 3 0 3
0.55 0.65 0.62 0.97 0.98 0.7 0.74 1.03 0 0 0 0 1 0 2 0
1.1 0.92 1.25 1.18 1.68 1.63 0.92 0.75 1 1 1 0 2 0 3 0
0.93 0.9 1 1.02 1.13 1.75 1.41 1.51 1 1 1 1 3 3 3 3
1 0.71 0.48 0.76 1.44 0.86 1.08 0.66 0 0 0 0 0 0 0 0
0.47 1.01 1.12 0.54 0.95 0.94 1.38 1.18 0 1 1 1 0 0 2 0
0.98 1.36 1.11 1.08 1.56 1.56 1.23 1.2 0 0 1 1 2 0 0 1
0.76 0.79 0.93 0.54 1.33 0.5 0.76 0.88 0 0 0 0 0 0 1 2
1.31 1.07 1.6 1.15 1.73 1.28 0.86 0.86 0 0 0 1 2 1 1 0
0.48 1.13 1.12 1.15 1.41 1.56 1.21 1.15 1 0 1 1 0 0 1 3
1.14 1.02 0.71 0.88 1.91 0.95 1.47 1.46 1 0 0 1 2 2 0 0
1.05 1.42 1.17 0.84 1.34 1.06 1.29 0.74 1 1 1 1 2 1 3 3
0.69 1.01 0.55 0.82 0.73 1.05 0.9 0.87 0 0 0 1 0 0 0 0
0.94 1.21 0.75 1.17 1.34 1.81 1.24 1.12 1 1 0 1 3 1 2 3
0.83 0.76 0.63 1.22 1.71 0.97 1.07 0.88 1 0 1 0 3 0 3 1
1.27 1.5 1.4 0.84 1.59 1.57 1.02 1.4 1 0 0 0 2 0 0 2
1.03 0.89 0.92 0.87 1.25 0.95 0.61 1.25 0 0 0 0 0 0 0 0
1.11 0.25 0.47 0.71 1 0.81 0.68 0.83 0 0 0 1 0 0 0 2
1.16 1.04 1.28 1.29 1.44 1.41 1.11 1.27 0 0 0 1 2 0 1 0
0.36 0.53 0.38 0.36 -0.03 0.48 0.08 0.2 0 0 0 0 0 0 0 0
1.27 1.12 1.59 1.19 1.2 1.51 1.1 0.99 0 0 0 0 0 0 2 1
0.66 0.73 0.9 0.68 0.75 0.74 0.71 1.02 1 0 0 1 1 0 0 2
0.75 0.77 0.67 0.78 0.5 0.75 0.57 0.66 0 0 0 0 2 0 0 0
1.66 2 1.9 1.85 1.58 1.46 0.64 1.1 1 0 0 0 0 1 0 1
1.04 0.98 0.79 0.68 1.03 1.45 1.02 0.95 0 0 1 1 0 0 0 0
1.31 0.91 0.51 0.66 0.81 1.18 1.13 1.05 1 0 0 1 2 0 1 0
0.4 0.33 0.7 0.34 0.23 0.56 0.33 0.32 0 0 0 0 1 0 0 0
1.17 1.26 0.93 1.25 1.68 1.29 1.52 1.07 1 0 0 0 2 2 1 0
1.05 0.83 0.77 0.66 0.73 1.24 0.87 0.94 0 1 0 0 3 1 1 0
1.1 1.45 1.27 1.4 1.79 1.4 0.82 1.6 1 0 0 1 0 1 2 2
1.04 1.16 0.86 1.18 1.39 1.19 1.54 0.97 1 1 0 0 2 1 0 0
1.26 1.09 0.97 0.94 1.75 1.7 0.88 0.72 1 0 0 0 3 0 1 0
1.35 1.18 1.33 1.17 2.08 1.29 1.64 1.48 1 1 1 1 2 2 2 2
1.65 1.75 1.35 1.07 1.51 1.9 1.34 1.59 0 1 1 0 3 1 3 3
1.03 1.11 0.65 0.97 0.97 1.1 0.94 1.37 0 0 0 0 1 0 1 0
0.64 0.45 0.72 0.57 1.01 0.32 0.76 0.68 1 0 0 0 0 0 1 1
0.9 1.13 0.88 0.71 1.53 1.17 1.11 1.03 1 0 1 1 3 2 2 3
1.23 0.71 0.71 0.7 1.49 1.12 0.94 0.92 1 0 0 0 1 3 2 1
1.12 0.59 0.88 1.23 0.89 1.82 1.05 1.29 0 0 0 0 3 0 0 3
0.96 1.12 0.87 0.43 1.39 0.76 1.04 1.46 1 0 1 0 3 0 0 1
1.21 1.34 1.4 0.69 1.35 1.78 1.54 1.39 1 1 1 1 0 2 2 3
1.18 0.71 1.23 0.9 0.83 0.94 1.26 0.82 1 0 1 1 1 3 1 0
1.43 1.52 1.16 1.32 1.73 1.97 1.15 1.22 1 0 1 0 2 3 1 2
1.4 0.97 1.14 1.62 1.67 1.53 1.1 1.47 0 0 0 0 3 1 1 0
0.72 0.69 0.87 0.83 0.62 0.86 0.78 1.02 0 1 0 0 0 0 0 0
1.22 1.5 1.31 1.45 1.45 1.5 1.53 1.4 1 0 1 1 2 2 2 3
1.32 1.3 0.83 1.03 1.25 1.36 1.07 1.58 0 0 1 1 0 0 0 3
1.25 1.26 1.03 0.73 1.22 1.56 1.01 0.99 0 0 1 1 0 0 2 2
1.33 1.24 1.69 1.37 1.27 1.34 1.02 1.05 1 0 0 0 0 0 1 2
0.46 0.75 0.69 0.71 0.92 0.33 0.55 0.57 0 0 1 0 0 0 0 2
1.2 0.9 1.03 1.28 1.26 1.22 0.93 0.97 0 0 1 1 3 3 1 0
1.03 1.39 1.03 0.7 1.13 1.02 1.01 0.78 1 0 1 1 1 0 2 1
0.81 1.07 0.75 0.84 1.07 1.43 0.79 1.31 0 0 1 0 3 1 0 2
1.15 1.05 1.09 0.55 1.09 1.71 1.23 1.27 1 0 0 0 0 0 3 1
1.3 1.4 1.82 1.15 2.13 1.73 1.74 1.53 0 0 0 0 2 0 3 0
1.29 1.47 0.76 1.72 1.81 1.7 1.41 1.95 1 0 1 1 0 0 0 0
0.67 1.33 0.97 0.95 1.06 0.9 1.04 1.18 0 0 1 0 2 1 2 3
1.1 1.23 0.95 0.92 1.16 1.18 0.82 1.03 1 0 0 1 0 0 1 0
1.3 1.18 1.38 1.42 1.72 1.33 1.27 1.4 1 1 1 1 2 3 3 2
1.22 0.82 1.18 0.9 1.42 1.25 1.18 1.45 0 0 0 0 2 0 2 2
0.67 1.34 0.82 1.01 0.72 1.4 0.71 0.83 0 1 1 1 3 2 0 0
1.2 1.32 1.02 0.77 1.89 1.32 1.52 1.04 1 0 1 1 1 0 3 2
0.8 1.39 1.01 1.33 1.38 1.43 1.46 1.3 0 0 0 0 1 0 2 0
1.18 1.14 0.92 1.23 2.05 1.13 0.74 0.89 1 1 1 1 3 2 1 0
1.18 0.83 0.76 1.17 0.72 0.74 1.05 0.9 1 0 0 1 3 0 2 0
1.47 1.26 1.09 1.33 1.54 1.06 1.23 1.19 1 0 1 0 3 0 1 2
0.75 0.94 1.3 0.91 1.27 1.06 0.9 0.64 1 1 1 0 0 0 0 0
1.63 1.36 1.43 2.1 1.83 1.4 1.57 1.09 1 0 0 0 3 3 1 0
1.32 1.04 0.46 1.49 1.44 1.99 1.02 0.87 1 0 1 1 0 0 1 2
0.49 0.71 0.45 1.17 0.83 1.49 0.6 0.68 0 0 1 0 0 0 1 1
0.7 0.87 0.82 0.8 0.55 0.82 0.43 1.25 0 0 0 0 3 0 1 0
1.12 1.3 0.84 1.07 1.28 1.59 1.06 1.34 1 0 0 0 0 3 0 0
1.51 1.55 1.69 1.54 1.28 1.39 1.78 1.58 1 1 0 1 2 2 2 0
1.17 0.79 0.5 0.83 1.19 1.11 1.02 0.74 0 0 0 0 3 1 0 0
0.86 0.88 1.07 0.77 1.36 0.93 0.94 1.57 0 0 1 0 2 1 0 2
1.07 0.98 1.52 0.99 1.55 1.64 1.06 1.15 1 0 1 1 2 1 2 3
1.15 1.29 1.1 1.26 1.68 1.74 1.22 1.48 1 0 1 1 3 3 1 0
0.68 1.41 0.96 1.06 1.44 1.41 1.09 0.99 1 0 1 0 1 3 3 3
1.45 1.51 1.15 1.64 1.28 1.53 1.67 1.66 1 0 0 1 0 0 0 0
0.88 1.21 1.05 0.85 0.85 1.19 1.06 0.83 0 0 1 1 0 0 0 3
1.12 1.07 1.07 1.09 1.2 1.3 1.23 1.44 0 0 1 1 0 0 0 0
1.28 0.79 0.95 1.24 0.85 1.22 1.19 1.15 1 1 0 0 2 0 3 0
0.81 0.86 1 0.95 1.17 1.46 0.9 1.22 1 0 1 1 2 2 2 3
1.51 1.46 1.11 1.37 1.55 1.46 1.28 1.76 0 0 1 0 0 0 1 3
1.54 1.07 0.95 1.59 1.73 1.68 1.51 1.06 0 0 0 0 2 3 1 0
1.09 0.82 0.94 1.15 1.73 1.36 1.43 0.7 1 0 1 1 2 0 2 3
1.33 1.19 1.4 1.05 0.88 1.73 1.03 0.96 1 0 1 1 3 0 2 0
1 1.4 0.7 0.82 0.68 1.07 0.79 0.68 1 0 0 0 1 1 0 0
1.03 1.18 1.67 1.75 1.44 1.47 1.1 1.28 1 0 0 0 0 0 0 0
1.04 1.27 1.3 1.21 1.22 1.53 1.26 1.16 1 0 1 1 2 1 1 0
0.95 1.39 1.95 1.46 1.37 1.5 1.24 0.7 0 0 0 0 0 0 2 0
1.41 1.16 1.15 0.73 1.72 1.41 1.07 1.07 1 1 1 1 2 0 1 3
1.34 1.36 1.23 1.03 1.83 1.87 1.46 0.83 1 0 1 1 2 3 2 0
1.29 1.54 0.91 0.89 1.71 1.09 1.29 1.33 1 0 1 1 2 1 3 0
1.65 1.36 1.06 1.22 1.37 1.82 1.01 0.93 0 0 0 0 0 2 1 1
1.1 0.92 0.8 1.12 1.72 0.91 1.19 0.94 0 0 1 0 0 3 1 2
0.86 1.66 1.01 0.97 1.56 1.35 1.38 0.81 1 0 0 1 1 1 0 1
1.22 1.2 0.68 0.75 1.62 1.17 1.21 0.84 1 0 1 0 0 2 0 1
1.4 1.34 1.28 1.7 1.89 2.06 1.56 1.26 1 1 0 0 3 0 1 1
0.57 1.11 0.94 0.78 0.94 0.33 0.76 1.17 1 0 1 1 0 0 2 0
1.27 1 1.06 0.9 1.13 1.41 1.04 1.16 0 0 0 1 0 0 0 1
0.83 0.75 0.94 0.52 0.96 1.28 1.23 0.93 0 0 0 0 0 0 0 1
0.75 0.35 0.42 0.57 0.71 0.8 0.53 0.65 0 0 0 1 3 0 0 0
1.16 0.96 0.92 0.65 1.32 1.52 1.04 1.12 1 1 1 1 0 0 2 0
1.49 1.27 0.75 1.19 1.3 1.26 1.22 1.34 1 0 1 0 0 1 3 1
1.15 1.16 0.99 0.88 1.45 1.78 0.8 0.93 1 0 0 0 1 0 1 0
1.12 1.36 1.31 1.14 1.55 1.28 0.8 1.08 0 1 0 0 1 1 0 0
1.67 1.58 1.34 1.16 1.52 1.78 1.87 1.22 1 0 1 1 3 2 2 3
1.47 1.12 1.3 1.39 2.03 1.43 1.78 1.34 1 1 1 1 3 3 2 3
0.84 0.84 0.69 0.48 0.55 0.26 0.46 0.68 0 0 0 0 1 0 0 0
1.16 1.3 1.39 0.82 1.46 1.03 1.57 1.31 1 0 1 1 3 2 0 1
1.24 0.76 1.08 1.09 0.7 1.55 0.97 1.41 0 0 0 0 2 1 3 0
1.05 0.89 1.23 1.02 1 1.46 1.1 1.12 1 1 1 1 2 1 3 1
0.87 1.41 0.81 0.72 1.27 1.48 1.4 1.47 1 0 0 1 0 1 3 3
0.94 0.92 0.74 1.79 1.38 1.25 1.37 1.83 0 0 0 0 0 0 0 3
1.31 1 0.94 1.14 1.8 1.03 1.11 0.88 1 1 0 1 3 0 3 0
1.08 1.21 0.98 1.71 1.4 0.99 1.48 1.08 1 0 1 1 2 0 1 3
1.1 0.76 0.62 0.56 0.75 0.92 0.5 0.78 0 0 0 0 0 0 0 3
1.11 0.98 1.22 0.75 1.54 1.43 1.16 0.93 1 0 1 0 0 0 0 3
0.88 0.81 0.85 0.81 0.9 0.15 1.02 0.66 0 0 0 0 0 0 0 0
1.34 1.09 1.36 0.92 1.43 1.53 1.1 0.98 1 1 0 1 3 1 3 1
0.7 0.83 0.56 1.24 1.5 1.09 1.13 1.15 0 0 0 0 0 3 1 0
1.06 0.9 1.57 1.13 1.66 1.6 1.17 1.1 1 1 1 1 3 1 2 3
1.38 1.19 1.5 1.45 1.79 1.22 1.18 0.93 1 1 0 1 0 0 0 0
1.47 1.24 1.19 0.9 1.66 1.21 1.12 1.49 1 0 1 1 2 0 2 0
0.51 0.67 0.79 0.73 0.54 0.66 0.39 0.53 0 0 0 0 0 0 0 0
1.13 1.47 1.16 1.03 1.5 1.54 1.11 1.48 1 0 1 1 3 3 1 0
0.75 0.68 0.86 0.76 1.14 0.93 0.97 0.95 0 0 0 1 0 1 1 0
1.06 1.12 1.02 1.69 1.41 0.95 1.43 0.94 1 0 0 0 0 1 0 2
0.94 1.25 1.28 1.09 1.54 1.29 1.02 1.43 1 0 0 1 1 3 3 2
1.02 0.51 0.76 0.82 0.79 0.57 0.51 0.77 0 0 1 1 0 1 0 0
0.73 0.79 0.88 0.93 1.02 1.4 0.67 1.31 1 0 1 1 2 0 3 0
0.91 1.14 0.78 0.6 1.3 1.55 1.41 1.13 1 0 0 0 2 2 2 0
1.28 0.86 1.24 0.83 1.07 1.19 0.66 1.1 1 0 0 0 0 0 3 3
0.87 0.59 0.97 0.85 1.29 0.64 1.07 0.64 1 0 0 0 3 0 0 3
1.22 1.4 1.16 1.2 1.99 1.22 1.53 1.17 1 1 0 0 1 0 1 2
1.52 1.83 1.78 1.79 1.84 1.4 1.87 1.72 0 0 1 1 1 3 1 0
1.22 0.88 1.24 0.82 1.63 1.53 1.5 1.56 1 0 1 0 1 1 3 0
1.59 2.03 1.13 1.41 1.02 1.53 1.73 1.35 1 0 1 1 3 2 2 0
0.24 0.63 0.8 0.63 0.99 0.29 0.54 0.58 0 0 0 0 1 0 0 0
1.05 0.95 0.73 0.75 1.5 1.46 0.99 0.63 1 0 0 0 2 0 3 1
1.04 1.21 0.95 1.08 1.19 1.11 0.98 1.03 1 0 1 0 0 2 1 1
0.73 1.25 0.68 1.07 1.32 1.73 1.03 1.56 1 1 1 0 0 1 2 3
1.02 1.31 1.5 0.85 1.49 1.39 1.12 1.37 1 1 1 0 2 0 1 1
0.99 1.29 0.75 1.39 1.29 1.66 1.03 1.3 0 0 1 0 0 0 3 3
1.49 1.88 1.08 1.54 1.49 1.21 1.23 1.42 1 1 1 1 2 3 3 2
0.93 1.07 1.23 1.52 1.42 1.12 1.36 1.28 0 0 0 1 2 0 0 0
0.93 0.76 1.05 1.2 1.06 1.14 1.16 1.25 1 0 1 0 1 3 3 1
1.62 1.21 1.41 0.96 1.59 1.33 0.86 0.89 1 0 1 1 0 1 0 1
1.11 1.05 0.74 0.81 1.08 1.73 0.9 0.98 1 1 0 1 2 2 1 3
0.92 0.75 0.52 0.56 0.55 0.79 0.77 0.52 1 0 0 0 3 0 0 0
1.29 1.21 1.11 1.01 1.45 1.98 1.05 1.06 1 0 0 1 3 0 1 0
0.93 1.07 0.63 0.8 1.47 1.39 1.21 0.57 1 0 0 1 3 0 0 0
